SOMAMER_ID,UniProt,TargetFullName,Target
MPP7.12732.13.3,Q5T2T1,MAGUK p55 subfamily member 7,MPP7
MPST.12686.15.3,P25325,3-mercaptopyruvate sulfurtransferase,THTM
MPZ.10615.18.3,P25189,Myelin protein P0,MYP0
MRAP.7895.108.3,Q8TCY5,Melanocortin-2 receptor accessory protein,MRAP
MRAP2.10889.2.3,Q96G30,Melanocortin-2 receptor accessory protein 2,MRAP2
MRC1.2637.77.2,P22897,Macrophage mannose receptor 1,Macrophage mannose receptor
MRC2.3041.55.2,Q9UBG0,C-type mannose receptor 2,MRC2
MRE11A.11319.106.3,P49959,Double-strand break repair protein MRE11A,MRE11
MRPL14.8021.59.3,Q6P1L8,"39S ribosomal protein L14, mitochondrial",RM14
MRPL32.7982.10.3,Q9BYC8,"39S ribosomal protein L32, mitochondrial",RM32
MRPL33.13453.2.3,O75394,"39S ribosomal protein L33, mitochondrial",RM33
MRPL34.6933.20.3,Q9BQ48,"39S ribosomal protein L34, mitochondrial",RM34
MRPL52.7123.25.3,Q86TS9,"39S ribosomal protein L52, mitochondrial",RM52
MRRF.12355.223.3,Q96E11,"Ribosome-recycling factor, mitochondrial",RRFM
MRVI1.8255.34.3,Q9Y6F6,Protein MRVI1,MRVI1
MSLN.3893.55.2,Q13421,Mesothelin,Mesothelin
MSLN.3893.64.1,Q13421,Mesothelin,Mesothelin
MSMB.10620.21.3,P08118,Beta-microseminoprotein,PSP-94
MSMP.8080.24.3,Q1L6U9,Prostate-associated microseminoprotein,PSMP
MSR1.11207.3.3,P21757,Macrophage scavenger receptor types I and II,Macrophage scavenger receptor
MSR1.3684.78.3,P21757,Macrophage scavenger receptor types I and II,Macrophage scavenger receptor
MSRA.7137.8.3,Q9UJ68,Mitochondrial peptide methionine sulfoxide reductase,MSRA
MSRB3.7824.88.3,Q8IXL7,Methionine-R-sulfoxide reductase B3,MSRB3
MST1R.2640.3.2,Q04912,Macrophage-stimulating protein receptor,MSP R
MSTN.12077.32.3,O14793,Growth/differentiation factor 8,Myostatin
MSTN.14583.49.3,O14793,Growth/differentiation factor 8,Myostatin
MT1F.10416.79.3,P04733,Metallothionein-1F,MT1F
MTAP.9910.9.3,Q13126,S-methyl-5'-thioadenosine phosphorylase,MTAP
MTCP1.12916.3.3,P56278,Protein p13 MTCP-1,MTCP1
MTFR1.9095.5.3,Q15390,Mitochondrial fission regulator 1,MTFR1
MTHFS.14107.1.3,P49914,5-formyltetrahydrofolate cyclo-ligase,MTHFS
MTMR1.11167.6.3,Q13613,Myotubularin-related protein 1,MTMR1
MTPAP.9028.5.3,Q9NVV4,"Poly(A) RNA polymerase, mitochondrial",PAPD1
MTRF1L.11134.30.3,Q9UGC7,"Peptide chain release factor 1-like, mitochondrial",RF1ML
MUC1.11267.11.3,P15941,Mucin-1,MUC1
MUC1.9176.3.3,P15941,Mucin-1,MUC1
MUC4.10659.49.3,Q99102,Mucin-4,MUC4
MUL1.11159.14.3,Q969V5,Mitochondrial ubiquitin ligase activator of NFKB 1,MUL1
MUL1.9315.16.3,Q969V5,Mitochondrial ubiquitin ligase activator of NFKB 1,MUL1
MUSK.11547.84.3,O15146,"Muscle, skeletal receptor tyrosine-protein kinase",MUSK
MUTYH.10030.8.3,Q9UIF7,A/G-specific adenine DNA glycosylase,MutY homolog
MXI1.9035.2.3,P50539,MAX-interacting protein 1,MXI1
MXRA7.8005.1.3,P84157,Matrix-remodeling-associated protein 7,MXRA7
MXRA8.10521.10.3,Q9BRK3,Matrix-remodeling-associated protein 8,MXRA8
MXRA8.7002.1.3,Q9BRK3,Matrix-remodeling-associated protein 8,MXRA8
MYBPC1.7648.9.3,Q00872,"Myosin-binding protein C, slow-type",MYPC1
MYC.10362.35.3,P01106,Myc proto-oncogene protein,c-Myc
MYCT1.13541.1.3,Q8N699,Myc target protein 1,MYCT1
MYO6.9894.13.3,Q9UM54,Unconventional myosin-VI,MYO6
MYOM2.13534.20.3,P54296,Myomesin-2,MYOM2
MYRF.8843.34.3,Q9Y2G1,Myelin regulatory factor,MRF
MYSM1.11536.9.3,Q5VVJ2,Histone H2A deubiquitinase MYSM1,MYSM1
MYZAP.13924.13.3,P0CAP1,Myocardial zonula adherens protein,MYZAP
MYZAP.9055.81.3,P0CAP1,Myocardial zonula adherens protein,MYZAP
MYZAP.9964.10.3,P0CAP1,Myocardial zonula adherens protein,MYZAP
MZF1.14662.6.3,P28698,Myeloid zinc finger 1,MZF1
MZT1.8072.19.3,Q08AG7,Mitotic-spindle organizing protein 1,MZT1
N6AMT1.11096.57.3,Q9Y5N5,HemK methyltransferase family member 2,HEMK2
NAAA.3173.49.2,Q02083,N-acylethanolamine-hydrolyzing acid amidase,ASAHL
NAALAD2.7986.98.3,Q9Y3Q0,N-acetylated-alpha-linked acidic dipeptidase 2,NALD2
NAB1.13933.276.3,Q13506,NGFI-A-binding protein 1,NAB1
NAB2.13680.3.3,Q15742,NGFI-A-binding protein 2,NAB2
NADK.13624.17.3,O95544,NAD kinase,NADK
NAGK.3894.15.2,Q9UJ70,N-acetyl-D-glucosamine kinase,NAGK
NAGPA.11208.15.3,Q9UK23,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA
NAGS.11247.20.3,Q8N159,"N-acetylglutamate synthase, mitochondrial",NAGS
NAMPT.5011.11.1,P43490,Nicotinamide phosphoribosyltransferase,PBEF
NAP1L2.13529.39.3,Q9ULW6,Nucleosome assembly protein 1-like 2,NP1L2
NAPB.12655.30.3,Q9H115,Beta-soluble NSF attachment protein,SNAB
NAT1.12632.14.3,P18440,Arylamine N-acetyltransferase 1,ARY1
NAT14.11120.49.3,Q8WUY8,N-acetyltransferase 14,NAT14
NBL1.2944.66.2,P41271,Neuroblastoma suppressor of tumorigenicity 1,DAN
NBR1.7696.104.3,Q14596,Next to BRCA1 gene 1 protein,NBR1
NBR1.7696.3.3,Q14596,Next to BRCA1 gene 1 protein,NBR1
NCAM1.4498.62.2,P13591,"Neural cell adhesion molecule 1, 120 kDa isoform",NCAM-120
NCAM1.7746.230.3,P13591,Neural cell adhesion molecule 1,NCAM1
NCAM2.6507.16.3,O15394,Neural cell adhesion molecule 2,NCAM2
NCF2.10047.12.3,P19878,Neutrophil cytosol factor 2,NCF-2
NCL.13655.34.3,P19338,Nucleolin,Nucleolin
NCMAP.14614.41.3,Q5T1S8,Noncompact myelin-associated protein,CA130
NCOA2.14045.12.3,Q15596,Nuclear receptor coactivator 2,NCOA2
NCR1.5104.57.3,O76036,Natural cytotoxicity triggering receptor 1,NKp46
NCR1.8360.169.3,O76036,Natural cytotoxicity triggering receptor 1,NKp46
NCR2.2734.49.4,O95944,Natural cytotoxicity triggering receptor 2,NKp44
NCR3.3003.29.2,O14931,Natural cytotoxicity triggering receptor 3,NKp30
NCR3LG1.7854.38.3,Q68D85,Natural cytotoxicity triggering receptor 3 ligand 1,NR3L1
NDC80.12730.3.3,O14777,Kinetochore protein NDC80 homolog,KNTC2
NDNF.6604.59.3,Q8TB73,Protein NDNF,CD031
NDRG4.7934.11.3,Q9ULP0,Protein NDRG4,NDRG4
NDST1.6927.7.3,P52848,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NDST1
NDUFB11.7747.47.3,Q9NX14,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUBB
NDUFB4.10677.9.3,O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUB4
NDUFB8.9800.20.3,O95169,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUB8
NDUFS4.10584.7.3,O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUS4
NDUFV2.7748.11.3,P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUV2
NEFH.9900.36.3,P12036,Neurofilament heavy polypeptide,NFH
NEGR1.13109.82.3,Q7Z3B1,Neuronal growth regulator 1,NEGR1
NEGR1.7050.5.3,Q7Z3B1,Neuronal growth regulator 1,NEGR1
NELL1.6544.33.3,Q92832,Protein kinase C-binding protein NELL1,NELL1
NELL2.6022.57.3,Q99435,Protein kinase C-binding protein NELL2,NELL2
NENF.9219.70.3,Q9UMX5,Neudesin,NENF
NEO1.8900.28.3,Q92859,Neogenin,NEO1
NET1.14260.112.3,Q7Z628,Neuroepithelial cell-transforming gene 1 protein,ARHG8
NETO1.5639.49.3,Q8TDF5,Neuropilin and tolloid-like protein 1,NETO1
NETO2.10562.42.3,Q8NC67,Neuropilin and tolloid-like protein 2,NETO2
NEURL1.13604.27.3,O76050,E3 ubiquitin-protein ligase NEURL1,NEUL1
NEURL4.13468.5.3,Q96JN8,Neuralized-like protein 4,NEUL4
NFASC.7179.69.3,O94856,Neurofascin,NFASC
NFE2L1.11154.3.3,Q14494,Nuclear factor erythroid 2-related factor 1,NF2L1
NFU1.7770.25.3,Q9UMS0,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",NFU1
NGF.5801.72.3,P01138,beta-nerve growth factor,b-NGF
NGFR.8374.5.3,P08138,Tumor necrosis factor receptor superfamily member 16,NGF R
NGFR.8949.3.3,P08138,Tumor necrosis factor receptor superfamily member 16,NGF R
NGRN.7153.66.3,Q9NPE2,Neugrin,NGRN
NHEJ1.11351.233.3,Q9H9Q4,Non-homologous end-joining factor 1,NHEJ1
NHLRC3.9087.8.3,Q5JS37,NHL repeat-containing protein 3,NHLC3
NHP2L1.13602.6.3,P55769,NHP2-like protein 1,NH2L1
NID1.3213.65.2,P14543,Nidogen-1,Nidogen
NID2.3633.70.5,Q14112,Nidogen-2,NID2
NIPAL4.12864.9.3,Q0D2K0,Magnesium transporter NIPA4,NIPA4
NISCH.12738.43.3,Q9Y2I1,Nischarin,NISCH
NLGN1.8052.115.3,Q8N2Q7,Neuroligin-1,NLGN1
NLGN4X.5357.60.3,Q8N0W4,"Neuroligin-4, X-linked",NLGNX
NLRP1.11661.11.3,Q9C000,"NACHT, LRR and PYD domains-containing protein 1",NALP1
NLRP10.12821.6.3,Q86W26,"NACHT, LRR and PYD domains-containing protein 10",NAL10
NLRP4.12794.6.3,Q96MN2,"NACHT, LRR and PYD domains-containing protein 4",NALP4
NMB.9321.400.3,P08949,Neuromedin-B,NMB
NME1.5909.51.3,P15531,Nucleoside diphosphate kinase A,Nucleoside diphosphate kinase A
NME2.4249.64.2,P22392,Nucleoside diphosphate kinase B,NDP kinase B
NMES1.6406.3.3,Q9C002,Normal mucosa of esophagus-specific gene 1 protein,NMES1
NMRAL1.13988.67.3,Q9HBL8,NmrA-like family domain-containing protein 1,NMRL1
NMT1.5196.7.3,P30419,Glycylpeptide N-tetradecanoyltransferase 1,NMT1
NOG.5846.24.3,Q13253,Noggin,Noggin
NoneX.13230.174.3,P01859,NA,"IgG2, Kappa"
NoneX.13231.90.3,P01861,NA,"IgG4, Kappa"
NOTCH1.5107.7.2,P46531,Neurogenic locus notch homolog protein 1,Notch 1
NOTUM.8252.2.3,Q6P988,Palmitoleoyl-protein carboxylesterase NOTUM,NOTUM
NOV.2737.22.2,P48745,Protein NOV homolog,NovH
NOVA1.12557.18.3,P51513,RNA-binding protein Nova-1,NOVA1
NPC2.6259.60.3,P61916,Epididymal secretory protein E1,Epididymal secretory protein E1
NPDC1.10424.31.3,Q9NQX5,Neural proliferation differentiation and control protein 1,NPDC1
NPFF.5617.41.3,O15130,Pro-FMRFamide-related neuropeptide FF,NPFF
NPIPB3.9954.2.3,Q92617,Nuclear pore complex-interacting protein family member B3,NPPL3
NPLOC4.12993.21.3,Q8TAT6,Nuclear protein localization protein 4 homolog,NPL4
NPPA.5443.62.2,P01160,Atrial natriuretic factor,ANP
NPPB.3723.1.2,P16860,Brain natriuretic peptide 32,BNP-32
NPPB.7655.11.3,P16860,N-terminal pro-BNP,N-terminal pro-BNP
NPS.6390.18.3,P0C0P6,Neuropeptide S,NPS
NPTX1.9256.78.3,Q15818,Neuronal pentraxin-1,NPTX1
NPTX2.6521.35.3,P47972,Neuronal pentraxin-2,NPTX2
NPW.9986.14.3,Q8N729,Neuropeptide W,Neuropeptide W
NQO1.9837.60.3,P15559,NAD(P)H dehydrogenase [quinone] 1,NAD(P)H dehydrogenase
NQO2.9754.33.3,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],Quinone reductase 2
NR1D1.5236.2.3,P20393,Nuclear receptor subfamily 1 group D member 1,NR1D1
NR1D2.12885.42.3,Q14995,Nuclear receptor subfamily 1 group D member 2,NR1D2
NR1H2.9016.12.3,P55055,Oxysterols receptor LXR-beta,NR1H2
NR3C1.2857.70.2,P04150,Glucocorticoid receptor,Glucocorticoid receptor
NR3C2.12931.16.3,P08235,Mineralocorticoid receptor,MCR
NR4A1.8089.173.3,P22736,Nuclear receptor subfamily 4 group A member 1,NR4A1
NR5A2.12444.39.3,O00482,Nuclear receptor subfamily 5 group A member 2,NR5A2
NRAC.13464.8.3,Q8N912,Nutritionally-regulated adipose and cardiac enriched protein homolog,NRAC
NRBP1.12616.45.3,Q9UHY1,Nuclear receptor-binding protein,NRBP
NRCAM.5109.24.3,Q92823,Neuronal cell adhesion molecule,Nr-CAM
NRG1.9178.30.3,Q02297,Neuregulin-1,NEUREGULIN-1
NRG2.8060.7.3,O14511,"Pro-neuregulin-2, membrane-bound isoform",NRG2
NRG4.14139.16.3,Q8WWG1,Neuregulin-4,NRG4
NRN1.8806.18.3,Q9NPD7,Neuritin,NRN1
NRP1.3214.3.2,O14786,Neuropilin-1,NRP1
NRP2.6590.54.3,O60462,Neuropilin-2,Neuropilin-2
NRSN1.11654.77.3,Q8IZ57,Neurensin-1,NRSN1
NRXN1.5110.84.3,P58400,Neurexin-1-beta,NRX1B
NRXN1.8971.9.3,Q9ULB1,Neurexin-1,NRX1A
NRXN2.8876.51.3,P58401,Neurexin-2-beta,NRX2B
NRXN3.5111.15.3,Q9HDB5,Neurexin-3-beta,NRX3B
NRXN3.7093.20.3,Q9HDB5,Neurexin-3-beta,NRX3B
NRXN3.9799.3.3,Q9HDB5,Neurexin-3-beta,NRX3B
NSDHL.8038.41.3,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL
NSF.13992.12.3,P46459,Vesicle-fusing ATPase,NSF
NSG1.7802.53.3,P42857,Neuron-specific protein family member 1,NSG1
NSG2.13409.9.3,Q9Y328,Neuron-specific protein family member 2,NSG2
NT5C.12560.9.3,Q8TCD5,"5'(3')-deoxyribonucleotidase, cytosolic type",NT5C
NT5E.6993.8.3,P21589,5'-Nucleotidase,5'-Nucleotidase
NTF3.4145.58.2,P20783,Neurotrophin-3,Neurotrophin-3
NTF4.4146.58.2,P34130,Neurotrophin-4,Neurotrophin-5
NTMT1.12454.105.3,Q9BV86,N-terminal Xaa-Pro-Lys N-methyltransferase 1,NTM1A
NTN1.6634.4.3,O95631,Netrin-1,NET1
NTN1.6649.51.3,O95631,Netrin-1,NET1
NTN4.3327.27.1,Q9HB63,Netrin-4,NET4
NTNG1.5637.81.3,Q9Y2I2,Netrin-G1,NTNG1
NTRK1.3477.63.2,P04629,High affinity nerve growth factor receptor,TrkA
NTRK2.4866.59.2,Q16620,BDNF/NT-3 growth factors receptor,TrkB
NTRK3.2658.27.1,Q16288,NT-3 growth factor receptor,TrkC
NTS.7857.22.3,P30990,Neurotensin/neuromedin N,NEUT
NUDC.8887.21.3,Q9Y266,Nuclear migration protein nudC,NUDC
NUDT12.13947.371.3,Q9BQG2,Peroxisomal NADH pyrophosphatase NUDT12,NUD12
NUDT16L1.12497.29.3,Q9BRJ7,Protein syndesmos,SDOS
NUDT8.7872.5.3,Q8WV74,"Nucleoside diphosphate-linked moiety X motif 8, mitochondrial",NUDT8
NUDT9.9482.110.3,Q9BW91,"ADP-ribose pyrophosphatase, mitochondrial",NUDT9
NUP210L.9606.4.3,Q5VU65,Nuclear pore membrane glycoprotein 210-like,P210L
NXF1.12453.161.3,Q9UBU9,Nuclear RNA export factor 1,NXF1
NXPH1.4562.1.2,P58417,Neurexophilin-1,NXPH1
NXPH3.6054.6.3,O95157,Neurexophilin-3,NXPH3
NXT1.9942.2.3,Q9UKK6,NTF2-related export protein 1,NXT1
OAF.6414.8.3,Q86UD1,Out at first protein homolog,OAF
OAS1.10361.25.3,P00973,2'-5'-oligoadenylate synthase 1,OAS1
OAZ1.9893.27.3,P54368,Ornithine decarboxylase antizyme 1,Ornithine decarboxylase antizyme
OBP2A.6526.77.3,Q9NY56,Odorant-binding protein 2a,OBP2A
OBP2B.5680.54.3,Q9NPH6,Odorant-binding protein 2b,OBP2B
OCIAD1.3635.76.4,Q9NX40,OCIA domain-containing protein 1,OCAD1
OCRL.10011.65.3,Q01968,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL
ODC1.13689.2.3,P11926,Ornithine decarboxylase,Ornithine decarboxylase
OLA1.12659.13.3,Q9NTK5,Obg-like ATPase 1,GTPB9
OLFML3.8660.33.3,Q9NRN5,Olfactomedin-like protein 3,OLFL3
OLFML3.8660.5.3,Q9NRN5,Olfactomedin-like protein 3,OLFL3
OLR1.3636.37.4,P78380,Oxidized low-density lipoprotein receptor 1,OLR1
OMD.5358.3.3,Q99983,Osteomodulin,OMD
OPALIN.7736.28.3,Q96PE5,Opalin,OPALI
OPCML.3634.5.4,Q14982,Opioid-binding protein/cell adhesion molecule,OBCAM
OPHN1.12591.27.3,O60890,Oligophrenin-1,Oligophrenin-1
ORC6L.12389.4.3,Q9Y5N6,Origin recognition complex subunit 6,ORC6
OSBPL11.12878.60.3,Q9BXB4,Oxysterol-binding protein-related protein 11,OSB11
OSCAR.7116.31.3,Q8IYS5,Osteoclast-associated immunoglobulin-like receptor,OSCAR
OSM.14063.17.3,P13725,Oncostatin-M,OSM
OSM.2693.20.3,P13725,Oncostatin-M,OSM
OSMR.10892.8.3,Q99650,Oncostatin-M-specific receptor subunit beta,OSMR
OSTN.7265.32.3,P61366,Osteocrin,OSTN
OTUB2.12493.42.3,Q96DC9,Ubiquitin thioesterase OTUB2,OTUB2
OXT.8257.71.3,P01178,Oxytocin-neurophysin 1,NEU1
P2RX6.7233.73.3,O15547,P2X purinoceptor 6,P2RX6
P4HA1.11645.9.3,P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1
P4HA2.11348.132.3,O15460,Prolyl 4-hydroxylase subunit alpha-2,P4HA2
PABPC3.10447.18.3,Q9H361,Polyadenylate-binding protein 3,PABP3
PABPC4.12603.87.3,Q13310,Polyadenylate-binding protein 4,PABP4
PACAP.7780.34.3,Q8WU39,Marginal zone B- and B1-cell-specific protein,PACAP
PAFAH1B2.2642.4.1,P68402,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH beta subunit
PAICS.9841.197.3,P22234,Multifunctional protein ADE2,Multifunctional protein ADE2
PAIP1.12430.78.3,Q9H074,Polyadenylate-binding protein-interacting protein 1,PAIP1
PAK3.3387.1.2,O75914,Serine/threonine-protein kinase PAK 3,PAK3
PAK4.13719.19.3,O96013,Serine/threonine-protein kinase PAK 4,PAK4
PAK7.3388.58.2,Q9P286,Serine/threonine-protein kinase PAK 7,PAK7
PAM.5620.13.3,P19021,Peptidyl-glycine alpha-amidating monooxygenase,AMD
PANK3.12658.72.3,Q9H999,Pantothenate kinase 3,PANK3
PAPLN.11254.13.3,O95428,Papilin,PPN
PAPOLG.8343.224.3,Q9BWT3,Poly(A) polymerase gamma,PAPOG
PAPPA.4148.49.2,Q13219,Pappalysin-1,PAPP-A
PAPPA2.5756.66.3,Q9BXP8,Pappalysin-2,PAPP2
PAPSS1.14007.22.3,O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPS1
PARK2.13013.41.3,O60260,E3 ubiquitin-protein ligase parkin,PRKN2
PARK7.5016.61.2,Q99497,Protein deglycase DJ-1,PARK7
PARK7.9845.33.3,Q99497,Protein deglycase DJ-1,PARK7
PARP1.10534.40.3,P09874,Poly [ADP-ribose] polymerase 1,PARP
PARP11.12882.7.3,Q9NR21,Poly [ADP-ribose] polymerase 11,PAR11
PARP16.7881.244.3,Q8N5Y8,Mono [ADP-ribose] polymerase PARP16,PAR16
PARVA.13434.172.3,Q9NVD7,Alpha-parvin,PARVA
PATE1.8386.11.3,Q8WXA2,Prostate and testis expressed protein 1,PATE
PATE4.8065.245.3,P0C8F1,Prostate and testis expressed protein 4,PATE4
PAX4.12398.15.3,O43316,Paired box protein Pax-4,PAX4
PAXIP1.12894.3.3,Q6ZW49,PAX-interacting protein 1,PAXI1
PC.13990.1.3,P11498,"Pyruvate carboxylase, mitochondrial",pyruvate carboxylase
PCBD1.11313.100.3,P61457,Pterin-4-alpha-carbinolamine dehydratase,PHS
PCBD2.6899.37.3,Q9H0N5,Pterin-4-alpha-carbinolamine dehydratase 2,PHS2
PCBP1.11458.30.3,Q15365,Poly(rC)-binding protein 1,PCBP1
PCDH10.8780.2.3,Q9P2E7,Protocadherin-10,PCD10
PCDH10.9018.38.3,Q9P2E7,Protocadherin-10,PCD10
PCDH15.14228.1.3,Q96QU1,Protocadherin-15,PCD15
PCDH9.10558.26.3,Q9HC56,Protocadherin-9,PCDH9
PCDHA4.10533.1.3,Q9UN74,Protocadherin alpha-4,PCDA4
PCDHA4.7157.22.3,Q9UN74,Protocadherin alpha-4,PCDA4
PCDHA7.8758.2.3,Q9UN72,Protocadherin alpha-7,PCDA7
PCDHAC2.9361.7.3,Q9Y5I4,Protocadherin alpha-C2,PCDC2
PCDHB1.9941.70.3,Q9Y5F3,Protocadherin beta-1,PCDB1
PCDHB10.9963.19.3,Q9UN67,Protocadherin beta-10,PCDBA
PCDHB2.10748.216.3,Q9Y5E7,Protocadherin beta-2,PCDB2
PCDHB4.10522.167.3,Q9Y5E5,Protocadherin beta-4,PCDB4
PCDHGA8.11259.71.3,Q9Y5G5,Protocadherin gamma-A8,PCDG8
PCDHGC5.7983.1.3,Q9Y5F6,Protocadherin gamma-C5,PCDGM
PCNA.2915.6.2,P12004,Proliferating cell nuclear antigen,PCNA
PCOLCE.11237.49.3,Q15113,Procollagen C-endopeptidase enhancer 1,PCOC1
PCOLCE2.6081.52.3,Q9UKZ9,Procollagen C-endopeptidase enhancer 2,PCOC2
PCSK1.13388.57.3,P29120,Neuroendocrine convertase 1,NEC1
PCSK7.4459.68.2,Q16549,Proprotein convertase subtilisin/kexin type 7,PCSK7
PCYOX1L.5599.88.3,Q8NBM8,Prenylcysteine oxidase-like,PCYXL
PDCD1.9227.15.3,Q15116,Programmed cell death protein 1,PD-1
PDCD1LG2.3004.67.2,Q9BQ51,Programmed cell death 1 ligand 2,PD-L2
PDCD5.12517.52.3,O14737,Programmed cell death protein 5,TFAR19
PDCL2.14192.31.3,Q8N4E4,Phosducin-like protein 2,PDCL2
PDE1A.5253.1.1,P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A
PDE2A.5246.64.3,O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase",cGMP-stimulated PDE
PDE3A.5254.69.3,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",PDE3A
PDE4D.5255.22.3,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D
PDE6D.13491.40.3,O43924,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",PDE6D
PDE7A.5178.5.3,Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",PDE7A
PDE9A.5201.50.4,O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A
PDGFA.4499.21.1,P04085,Platelet-derived growth factor subunit A,PDGF-AA
PDGFB.4149.8.2,P01127,Platelet-derived growth factor subunit B,PDGF-BB
PDGFC.3828.54.2,Q9NRA1,Platelet-derived growth factor C,PDGF-CC
PDGFD.9341.1.3,Q9GZP0,Platelet-derived growth factor D,PDGFD
PDGFRA.10366.11.3,P16234,Platelet-derived growth factor receptor alpha,PDGFRA
PDGFRB.3459.49.2,P09619,Platelet-derived growth factor receptor beta,PDGF Rb
PDGFRL.9713.67.3,Q15198,Platelet-derived growth factor receptor-like protein,PGFRL
PDIA3.7832.181.3,P30101,Protein disulfide-isomerase A3,Protein disulfide isomerase A3
PDIA5.5593.11.3,Q14554,Protein disulfide-isomerase A5,PDIA5
PDILT.7092.7.3,Q8N807,Protein disulfide-isomerase-like protein of the testis,PDILT
PDK1.5227.60.3,Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",PDK1
PDK2.12651.21.3,Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",PDK2
PDLIM4.12387.7.3,P50479,PDZ and LIM domain protein 4,PDLI4
PDRG1.12593.33.3,Q9NUG6,p53 and DNA damage-regulated protein 1,PDRG1
PDXK.11098.1.3,O00764,Pyridoxal kinase,PDXK
PDXP.3897.61.1,Q96GD0,Pyridoxal phosphate phosphatase,PLPP
PDZD11.6219.14.3,Q5EBL8,PDZ domain-containing protein 11,PDZ11
PDZK1IP1.8260.13.3,Q13113,PDZK1-interacting protein 1,PDZ1I
PEAR1.8275.31.3,Q5VY43,Platelet endothelial aggregation receptor 1,PEAR1
PEAR1.8892.14.3,Q5VY43,Platelet endothelial aggregation receptor 1,PEAR1
PECAM1.2695.25.1,P16284,Platelet endothelial cell adhesion molecule,PECAM-1
PELI2.12702.13.3,Q9HAT8,E3 ubiquitin-protein ligase pellino homolog 2,PELI2
PENK.9076.25.3,P01210,Proenkephalin-A,PENK
PES1.4267.81.3,O00541,Pescadillo homolog,PESC
PEX14.8300.82.3,O75381,Peroxisomal membrane protein PEX14,PEX14
PEX5.5915.58.3,P50542,Peroxisomal targeting signal 1 receptor,PEX5
PF4V1.5663.18.3,P10720,Platelet factor 4 variant,PF4V
PFDN5.4271.75.2,Q99471,Prefoldin subunit 5,PFD5
PFN2.13054.87.3,P35080,Profilin-2,Profilin II
PGF.3078.1.2,P49763,Placenta growth factor,PlGF
PGK1.5020.50.1,P00558,Phosphoglycerate kinase 1,phosphoglycerate kinase 1
PGK2.13936.24.3,P07205,Phosphoglycerate kinase 2,PGK2
PGLYRP1.3329.14.2,O75594,Peptidoglycan recognition protein 1,PGRP-S
PGM1.9173.21.3,P36871,Phosphoglucomutase-1,PGM1
PGRMC1.7863.50.3,O00264,Membrane-associated progesterone receptor component 1,PGRC1
PGRMC2.10506.53.3,O15173,Membrane-associated progesterone receptor component 2,PGRC2
PGRMC2.10631.9.3,O15173,Membrane-associated progesterone receptor component 2,PGRC2
PGRMC2.8681.93.3,O15173,Membrane-associated progesterone receptor component 2,PGRC2
PHF3.11544.39.3,Q92576,PHD finger protein 3,PHF3
PI15.5745.64.3,O43692,Peptidase inhibitor 15,PI15
PI3.4982.54.1,P19957,Elafin,Elafin
PIANP.14114.18.3,Q8IYJ0,PILR alpha-associated neural protein,PIANP
PIANP.9599.6.3,Q8IYJ0,PILR alpha-associated neural protein,PIANP
PIGR.3216.2.2,P01833,Polymeric immunoglobulin receptor,PIGR
PIK3C2A.14028.22.3,O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,P3C2A
PIK3CA.PIK3R1.3390.72.2,"P27986,P42336",PIK3CA/PIK3R1,PIK3CA/PIK3R1
PIK3CG.3391.10.2,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PK3CG
PILRA.8683.119.3,Q9UKJ1,Paired immunoglobulin-like type 2 receptor alpha,PILRA
PILRA.8825.4.3,Q9UKJ1,Paired immunoglobulin-like type 2 receptor alpha,PILRA
